timestamp,count
2026-02-12T11:32:28.033795,1,1
2026-02-12T11:32:28.099182,1,1
2026-02-12T11:32:28.167915,1,1
2026-02-12T11:32:28.225634,1,1
2026-02-12T11:32:28.285304,1,1
2026-02-12T11:32:28.349829,1,1
2026-02-12T11:32:28.420677,2,1
2026-02-12T11:32:28.479810,1,1
2026-02-12T11:32:28.536583,2,1
2026-02-12T11:32:28.591064,1,1
2026-02-12T11:32:28.648833,1,1
2026-02-12T11:32:28.711026,1,1
2026-02-12T11:32:28.775077,1,1
2026-02-12T11:32:28.832697,1,1
2026-02-12T11:32:28.891617,1,1
2026-02-12T11:32:28.950143,1,1
2026-02-12T11:32:29.003074,1,1
2026-02-12T11:32:29.067813,2,1
2026-02-12T11:32:29.129003,1,1
2026-02-12T11:32:29.191512,1,1
2026-02-12T11:32:29.248898,1,1
2026-02-12T11:32:29.312549,1,1
2026-02-12T11:32:29.375614,1,1
2026-02-12T11:32:29.435431,1,1
2026-02-12T11:32:29.503342,1,1
2026-02-12T11:32:29.563359,1,1
2026-02-12T11:32:29.628564,1,1
2026-02-12T11:32:29.701669,1,1
2026-02-12T11:32:29.862624,1,1
2026-02-12T11:32:29.928461,1,1
2026-02-12T11:32:29.997070,1,1
2026-02-12T11:32:30.064740,1,1
2026-02-12T11:32:30.121260,1,1
2026-02-12T11:32:30.183752,1,1
2026-02-12T11:32:30.244397,1,1
2026-02-12T11:32:30.300881,1,1
2026-02-12T11:32:30.367005,1,1
2026-02-12T11:32:30.428446,1,1
2026-02-12T11:32:30.490799,1,1
2026-02-12T11:32:30.546977,1,1
2026-02-12T11:32:30.709618,1,1
2026-02-12T11:32:30.772771,1,1
2026-02-12T11:32:30.842801,1,1
2026-02-12T11:32:30.906320,1,1
2026-02-12T11:32:30.967287,1,1
2026-02-12T11:32:31.022403,1,1
2026-02-12T11:32:31.089358,1,1
2026-02-12T11:32:35.078556,1,1
2026-02-12T11:32:35.143064,1,1
2026-02-12T11:32:35.202766,1,1
2026-02-12T11:32:35.280910,1,1
2026-02-12T11:32:35.334698,1,1
2026-02-12T11:32:35.379439,1,1
2026-02-12T11:32:35.424223,1,1
2026-02-12T11:32:35.518577,1,1
2026-02-12T11:32:35.576626,1,1
2026-02-12T11:32:36.079936,1,1
2026-02-12T11:32:36.144836,1,1
2026-02-12T11:32:36.214914,1,1
2026-02-12T11:32:36.281847,1,1
2026-02-12T11:32:36.343053,1,1
2026-02-12T11:32:36.401162,1,1
2026-02-12T11:32:36.459435,1,1
2026-02-12T11:32:36.523800,1,1
2026-02-12T11:32:36.576419,1,1
2026-02-12T11:32:36.629350,1,1
2026-02-12T11:32:36.684437,1,1
2026-02-12T11:32:36.739676,1,1
2026-02-12T11:32:36.793753,1,1
2026-02-12T11:32:36.852177,1,1
2026-02-12T11:32:36.904146,1,1
2026-02-12T11:32:36.960789,1,1
2026-02-12T11:32:37.017462,1,1
2026-02-12T11:32:37.074211,1,1
2026-02-12T11:32:37.131114,1,1
2026-02-12T11:35:51.324127,1,1
2026-02-12T11:35:51.468724,1,1
2026-02-12T11:35:55.288320,1,1
2026-02-12T11:35:55.444336,1,1
2026-02-12T11:35:55.552780,1,1
2026-02-12T11:35:55.641674,1,1
2026-02-12T11:35:55.742688,1,1
2026-02-12T11:35:55.845456,1,1
2026-02-12T11:35:55.944410,1,1
2026-02-12T11:36:05.974323,1,1
2026-02-12T11:36:06.037163,2,1
2026-02-12T11:36:13.529867,1,1
2026-02-12T11:36:13.594247,1,1
2026-02-12T11:36:14.986134,1,1
2026-02-12T11:36:15.041847,1,1
2026-02-12T11:36:15.122814,1,1
2026-02-12T11:36:15.204107,1,1
2026-02-12T11:36:15.278601,1,1
2026-02-12T11:36:15.337694,1,1
2026-02-12T11:36:15.388134,1,1
2026-02-12T11:36:15.448316,1,1
2026-02-12T11:36:15.501511,1,1
2026-02-12T11:36:15.545064,1,1
2026-02-12T11:36:15.590215,1,1
2026-02-12T11:36:15.978091,1,1
2026-02-12T11:36:16.068519,1,1
2026-02-12T11:36:17.210566,1,1
2026-02-12T11:36:17.268680,1,1
2026-02-12T11:36:17.324592,1,1
2026-02-12T11:36:17.382801,1,1
2026-02-12T11:36:18.122597,1,1
2026-02-12T11:36:18.198881,1,1
2026-02-12T11:36:18.260650,1,1
2026-02-12T11:36:18.407736,1,1
2026-02-12T11:36:18.503392,1,1
2026-02-12T11:36:18.788663,1,1
2026-02-12T11:36:29.457609,1,1
2026-02-12T11:36:29.527713,1,1
2026-02-12T11:36:29.597366,1,1
